user_id,session_id,is_premium,used_personalized_feature,app_open,search_or_browse,track_play,save_or_lyrics,completed_session
U_02279,U_02279_S1,0,1,1,1,1,0,0
U_02280,U_02280_S0,0,0,1,1,0,0,0
U_02280,U_02280_S1,0,0,1,1,1,1,1
U_02280,U_02280_S2,0,0,1,1,1,0,1
U_02281,U_02281_S0,0,1,1,1,1,0,0
U_02281,U_02281_S1,0,0,1,1,1,1,1
U_02281,U_02281_S2,0,0,1,1,1,0,1
U_02281,U_02281_S3,0,1,1,1,0,0,0
U_02281,U_02281_S4,0,1,1,1,0,0,0
U_02282,U_02282_S0,0,0,1,1,1,0,0
U_02282,U_02282_S1,0,0,1,1,1,1,1
U_02282,U_02282_S2,0,0,1,1,1,0,0
U_02282,U_02282_S3,0,1,1,1,1,0,0
U_02282,U_02282_S4,0,0,1,1,1,0,1
U_02283,U_02283_S0,0,1,1,0,0,0,0
U_02283,U_02283_S1,0,0,1,1,1,0,1
U_02283,U_02283_S2,0,1,1,1,0,0,0
U_02283,U_02283_S3,0,1,1,1,0,0,0
U_02283,U_02283_S4,0,1,1,0,0,0,0
U_02284,U_02284_S0,1,0,1,1,1,0,1
U_02284,U_02284_S1,1,0,1,1,0,0,0
U_02284,U_02284_S2,1,1,1,0,0,0,0
U_02284,U_02284_S3,1,0,1,1,1,0,1
U_02285,U_02285_S0,0,0,1,1,1,1,1
U_02285,U_02285_S1,0,1,1,0,0,0,0
U_02285,U_02285_S2,0,0,1,1,0,0,0
U_02285,U_02285_S3,0,0,1,1,1,0,1
U_02286,U_02286_S0,0,1,1,1,1,1,1
U_02286,U_02286_S1,0,1,1,1,0,0,0
U_02286,U_02286_S2,0,0,1,1,1,1,0
U_02287,U_02287_S0,0,0,1,1,0,0,0
U_02287,U_02287_S1,0,0,1,1,1,1,1
U_02288,U_02288_S0,0,0,1,1,0,0,0
U_02288,U_02288_S1,0,0,1,1,1,1,1
U_02289,U_02289_S0,0,0,1,1,0,0,0
U_02289,U_02289_S1,0,1,1,0,0,0,0
U_02289,U_02289_S2,0,0,1,1,1,0,1
U_02290,U_02290_S0,0,1,1,0,0,0,0
U_02290,U_02290_S1,0,1,1,1,1,1,0
U_02291,U_02291_S0,0,0,1,0,0,0,0
U_02292,U_02292_S0,0,1,1,1,0,0,0
U_02292,U_02292_S1,0,0,1,1,0,0,0
U_02292,U_02292_S2,0,0,1,0,0,0,0
U_02292,U_02292_S3,0,1,1,1,0,0,0
U_02293,U_02293_S0,0,0,1,1,1,0,1
U_02293,U_02293_S1,0,0,1,1,1,1,1
U_02293,U_02293_S2,0,0,1,0,0,0,0
U_02293,U_02293_S3,0,0,1,1,0,0,0
U_02294,U_02294_S0,0,1,1,0,0,0,0
U_02294,U_02294_S1,0,0,1,1,0,0,0
U_02294,U_02294_S2,0,1,1,1,1,1,0
U_02295,U_02295_S0,1,1,1,1,1,1,1
U_02295,U_02295_S1,1,1,1,1,1,1,1
U_02295,U_02295_S2,1,1,1,1,0,0,0
U_02296,U_02296_S0,0,1,1,1,1,1,0
U_02296,U_02296_S1,0,1,1,1,0,0,0
U_02296,U_02296_S2,0,1,1,1,1,1,0
U_02296,U_02296_S3,0,1,1,1,1,1,0
U_02297,U_02297_S0,0,1,1,1,1,0,1
U_02297,U_02297_S1,0,1,1,1,0,0,0
U_02298,U_02298_S0,0,0,1,1,0,0,0
U_02298,U_02298_S1,0,0,1,1,1,1,1
U_02298,U_02298_S2,0,1,1,1,0,0,0
U_02298,U_02298_S3,0,1,1,1,1,1,0
U_02299,U_02299_S0,0,0,1,1,0,0,0
U_02299,U_02299_S1,0,0,1,1,1,0,1
U_02299,U_02299_S2,0,0,1,1,0,0,0
U_02300,U_02300_S0,0,0,1,1,1,0,1
U_02300,U_02300_S1,0,0,1,0,0,0,0
U_02300,U_02300_S2,0,0,1,1,1,1,0
U_02301,U_02301_S0,0,0,1,1,0,0,0
U_02301,U_02301_S1,0,1,1,1,0,0,0
U_02301,U_02301_S2,0,0,1,1,0,0,0
U_02302,U_02302_S0,0,0,1,1,1,1,1
U_02303,U_02303_S0,0,1,1,1,0,0,0
U_02303,U_02303_S1,0,1,1,0,0,0,0
U_02303,U_02303_S2,0,0,1,1,1,0,0
U_02303,U_02303_S3,0,0,1,1,1,1,0
U_02304,U_02304_S0,0,1,1,1,1,1,0
U_02304,U_02304_S1,0,0,1,1,0,0,0
U_02304,U_02304_S2,0,1,1,1,1,0,0
U_02305,U_02305_S0,0,1,1,1,1,0,1
U_02305,U_02305_S1,0,0,1,1,0,0,0
U_02305,U_02305_S2,0,1,1,0,0,0,0
U_02306,U_02306_S0,0,1,1,1,1,1,1
U_02306,U_02306_S1,0,0,1,1,0,0,0
U_02306,U_02306_S2,0,1,1,0,0,0,0
U_02307,U_02307_S0,1,0,1,1,1,1,0
U_02307,U_02307_S1,1,1,1,1,1,1,0
U_02307,U_02307_S2,1,0,1,1,1,0,1
U_02307,U_02307_S3,1,0,1,1,0,0,0
U_02308,U_02308_S0,0,0,1,1,0,0,0
U_02308,U_02308_S1,0,0,1,0,0,0,0
U_02308,U_02308_S2,0,1,1,1,1,1,1
U_02308,U_02308_S3,0,0,1,1,0,0,0
U_02309,U_02309_S0,1,0,1,1,0,0,0
U_02310,U_02310_S0,0,1,1,1,0,0,0
U_02310,U_02310_S1,0,0,1,1,1,0,1
U_02310,U_02310_S2,0,0,1,0,0,0,0
U_02310,U_02310_S3,0,1,1,1,1,1,1
U_02311,U_02311_S0,0,0,1,0,0,0,0
U_02311,U_02311_S1,0,1,1,0,0,0,0
U_02311,U_02311_S2,0,0,1,1,1,1,1
U_02312,U_02312_S0,0,1,1,0,0,0,0
U_02312,U_02312_S1,0,1,1,1,0,0,0
U_02313,U_02313_S0,1,1,1,1,1,1,1
U_02313,U_02313_S1,1,1,1,1,1,1,1
U_02313,U_02313_S2,1,0,1,1,0,0,0
U_02313,U_02313_S3,1,0,1,1,0,0,0
U_02313,U_02313_S4,1,1,1,1,0,0,0
U_02314,U_02314_S0,0,0,1,1,1,1,1
U_02314,U_02314_S1,0,0,1,1,0,0,0
U_02314,U_02314_S2,0,1,1,1,1,0,1
U_02315,U_02315_S0,0,1,1,1,1,1,1
U_02316,U_02316_S0,0,0,1,1,1,0,1
U_02316,U_02316_S1,0,1,1,1,1,0,1
U_02317,U_02317_S0,0,1,1,1,1,0,1
U_02317,U_02317_S1,0,1,1,1,0,0,0
U_02317,U_02317_S2,0,0,1,1,0,0,0
U_02318,U_02318_S0,0,0,1,1,0,0,0
U_02318,U_02318_S1,0,1,1,1,1,1,1
U_02319,U_02319_S0,0,0,1,1,1,0,1
U_02319,U_02319_S1,0,1,1,0,0,0,0
U_02319,U_02319_S2,0,0,1,1,0,0,0
U_02319,U_02319_S3,0,0,1,1,1,0,1
U_02320,U_02320_S0,0,0,1,1,0,0,0
U_02320,U_02320_S1,0,0,1,1,1,0,1
U_02320,U_02320_S2,0,1,1,1,1,1,0
U_02321,U_02321_S0,0,0,1,1,1,0,1
U_02321,U_02321_S1,0,0,1,1,1,1,1
U_02321,U_02321_S2,0,0,1,1,0,0,0
U_02321,U_02321_S3,0,1,1,1,1,1,1
U_02322,U_02322_S0,0,0,1,1,0,0,0
U_02322,U_02322_S1,0,0,1,1,0,0,0
U_02322,U_02322_S2,0,0,1,1,0,0,0
U_02322,U_02322_S3,0,1,1,1,1,0,1
U_02322,U_02322_S4,0,0,1,1,1,1,0
U_02323,U_02323_S0,0,1,1,1,0,0,0
U_02323,U_02323_S1,0,1,1,1,1,0,1
U_02323,U_02323_S2,0,0,1,1,1,0,0
U_02323,U_02323_S3,0,1,1,1,1,0,1
U_02323,U_02323_S4,0,1,1,1,1,0,1
U_02324,U_02324_S0,0,0,1,1,0,0,0
U_02325,U_02325_S0,1,1,1,0,0,0,0
U_02325,U_02325_S1,1,0,1,1,0,0,0
U_02325,U_02325_S2,1,1,1,1,1,0,0
U_02325,U_02325_S3,1,0,1,0,0,0,0
U_02325,U_02325_S4,1,1,1,1,1,0,1
U_02326,U_02326_S0,0,0,1,1,1,0,1
U_02327,U_02327_S0,0,0,1,1,0,0,0
U_02327,U_02327_S1,0,1,1,1,1,1,0
U_02327,U_02327_S2,0,1,1,0,0,0,0
U_02327,U_02327_S3,0,1,1,1,1,0,1
U_02327,U_02327_S4,0,0,1,1,0,0,0
U_02328,U_02328_S0,0,0,1,1,1,0,1
U_02328,U_02328_S1,0,0,1,1,1,1,1
U_02328,U_02328_S2,0,0,1,1,1,0,1
U_02328,U_02328_S3,0,0,1,1,1,1,1
U_02329,U_02329_S0,0,1,1,0,0,0,0
U_02330,U_02330_S0,0,1,1,1,1,1,1
U_02330,U_02330_S1,0,0,1,0,0,0,0
U_02331,U_02331_S0,0,1,1,1,0,0,0
U_02331,U_02331_S1,0,1,1,0,0,0,0
U_02331,U_02331_S2,0,0,1,1,1,1,1
U_02332,U_02332_S0,0,0,1,1,0,0,0
U_02332,U_02332_S1,0,1,1,0,0,0,0
U_02333,U_02333_S0,0,1,1,1,1,1,1
U_02333,U_02333_S1,0,1,1,1,1,1,1
U_02333,U_02333_S2,0,0,1,0,0,0,0
U_02333,U_02333_S3,0,0,1,1,0,0,0
U_02334,U_02334_S0,0,0,1,1,1,0,1
U_02335,U_02335_S0,0,0,1,1,1,0,0
U_02335,U_02335_S1,0,1,1,1,0,0,0
U_02335,U_02335_S2,0,0,1,0,0,0,0
U_02336,U_02336_S0,0,1,1,1,0,0,0
U_02336,U_02336_S1,0,0,1,1,0,0,0
U_02336,U_02336_S2,0,1,1,1,1,0,1
U_02336,U_02336_S3,0,0,1,1,1,0,0
U_02336,U_02336_S4,0,0,1,1,0,0,0
U_02337,U_02337_S0,0,0,1,1,0,0,0
U_02338,U_02338_S0,0,0,1,0,0,0,0
U_02338,U_02338_S1,0,1,1,1,1,1,1
U_02339,U_02339_S0,0,0,1,1,0,0,0
U_02339,U_02339_S1,0,0,1,1,0,0,0
U_02339,U_02339_S2,0,0,1,1,0,0,0
U_02339,U_02339_S3,0,1,1,1,1,1,0
U_02340,U_02340_S0,0,1,1,1,1,1,1
U_02340,U_02340_S1,0,1,1,0,0,0,0
U_02340,U_02340_S2,0,0,1,1,0,0,0
U_02340,U_02340_S3,0,1,1,0,0,0,0
U_02340,U_02340_S4,0,0,1,0,0,0,0
U_02341,U_02341_S0,0,0,1,0,0,0,0
U_02341,U_02341_S1,0,1,1,1,1,0,1
U_02341,U_02341_S2,0,0,1,1,1,0,1
U_02342,U_02342_S0,1,1,1,1,0,0,0
U_02342,U_02342_S1,1,1,1,0,0,0,0
U_02342,U_02342_S2,1,1,1,1,0,0,0
U_02342,U_02342_S3,1,0,1,1,1,0,1
U_02343,U_02343_S0,0,1,1,0,0,0,0
U_02343,U_02343_S1,0,1,1,1,1,0,1
U_02344,U_02344_S0,0,1,1,1,0,0,0
U_02345,U_02345_S0,0,0,1,1,0,0,0
U_02346,U_02346_S0,0,1,1,1,0,0,0
U_02346,U_02346_S1,0,1,1,0,0,0,0
U_02346,U_02346_S2,0,0,1,1,0,0,0
U_02346,U_02346_S3,0,1,1,1,0,0,0
U_02347,U_02347_S0,0,0,1,1,1,0,1
U_02348,U_02348_S0,0,1,1,1,0,0,0
U_02348,U_02348_S1,0,0,1,1,1,0,0
U_02348,U_02348_S2,0,0,1,1,1,0,0
U_02348,U_02348_S3,0,1,1,1,1,1,0
U_02349,U_02349_S0,0,1,1,1,1,1,1
U_02350,U_02350_S0,0,0,1,0,0,0,0
U_02350,U_02350_S1,0,1,1,1,1,0,1
U_02351,U_02351_S0,0,0,1,1,1,0,1
U_02351,U_02351_S1,0,0,1,1,1,0,1
U_02351,U_02351_S2,0,0,1,1,1,0,0
U_02351,U_02351_S3,0,1,1,1,1,0,0
U_02352,U_02352_S0,0,1,1,1,0,0,0
U_02352,U_02352_S1,0,1,1,1,1,0,0
U_02353,U_02353_S0,0,0,1,1,0,0,0
U_02353,U_02353_S1,0,1,1,1,0,0,0
U_02353,U_02353_S2,0,1,1,1,1,0,0
U_02354,U_02354_S0,0,0,1,1,1,0,0
U_02354,U_02354_S1,0,0,1,1,1,0,1
U_02354,U_02354_S2,0,1,1,0,0,0,0
U_02355,U_02355_S0,0,1,1,1,1,1,1
U_02355,U_02355_S1,0,0,1,1,0,0,0
U_02355,U_02355_S2,0,0,1,0,0,0,0
U_02355,U_02355_S3,0,1,1,1,1,0,0
U_02356,U_02356_S0,0,0,1,1,0,0,0
U_02356,U_02356_S1,0,0,1,1,1,1,1
U_02356,U_02356_S2,0,1,1,1,0,0,0
U_02356,U_02356_S3,0,0,1,1,1,0,0
U_02357,U_02357_S0,0,0,1,0,0,0,0
U_02357,U_02357_S1,0,1,1,1,0,0,0
U_02357,U_02357_S2,0,0,1,1,0,0,0
U_02357,U_02357_S3,0,1,1,1,0,0,0
U_02358,U_02358_S0,1,0,1,1,1,0,1
U_02359,U_02359_S0,0,1,1,1,1,0,1
U_02359,U_02359_S1,0,0,1,0,0,0,0
U_02359,U_02359_S2,0,1,1,1,1,1,1
U_02360,U_02360_S0,1,0,1,1,1,1,1
U_02360,U_02360_S1,1,0,1,1,1,1,1
U_02360,U_02360_S2,1,1,1,1,0,0,0
U_02360,U_02360_S3,1,0,1,0,0,0,0
U_02360,U_02360_S4,1,0,1,1,0,0,0
U_02361,U_02361_S0,0,0,1,1,1,0,1
U_02361,U_02361_S1,0,0,1,0,0,0,0
U_02361,U_02361_S2,0,1,1,1,1,1,0
U_02361,U_02361_S3,0,0,1,1,0,0,0
U_02362,U_02362_S0,0,1,1,1,0,0,0
U_02362,U_02362_S1,0,0,1,1,1,0,1
U_02362,U_02362_S2,0,0,1,1,0,0,0
U_02362,U_02362_S3,0,1,1,1,1,0,1
U_02363,U_02363_S0,0,1,1,1,0,0,0
U_02363,U_02363_S1,0,0,1,1,0,0,0
U_02364,U_02364_S0,0,1,1,0,0,0,0
U_02364,U_02364_S1,0,0,1,1,1,0,1
U_02365,U_02365_S0,0,1,1,1,0,0,0
U_02365,U_02365_S1,0,0,1,1,1,1,1
U_02365,U_02365_S2,0,0,1,1,1,1,1
U_02365,U_02365_S3,0,0,1,1,0,0,0
U_02366,U_02366_S0,0,0,1,1,0,0,0
U_02366,U_02366_S1,0,1,1,1,0,0,0
U_02366,U_02366_S2,0,0,1,1,0,0,0
U_02366,U_02366_S3,0,0,1,1,1,1,1
U_02366,U_02366_S4,0,0,1,0,0,0,0
U_02367,U_02367_S0,0,0,1,1,1,0,1
U_02368,U_02368_S0,0,1,1,1,0,0,0
U_02369,U_02369_S0,0,1,1,1,1,1,0
U_02369,U_02369_S1,0,0,1,1,1,0,0
U_02369,U_02369_S2,0,0,1,0,0,0,0
U_02369,U_02369_S3,0,0,1,0,0,0,0
U_02370,U_02370_S0,0,1,1,1,1,1,1
U_02370,U_02370_S1,0,0,1,1,0,0,0
U_02370,U_02370_S2,0,1,1,1,0,0,0
U_02371,U_02371_S0,1,0,1,1,0,0,0
U_02371,U_02371_S1,1,1,1,0,0,0,0
U_02372,U_02372_S0,0,0,1,1,0,0,0
U_02372,U_02372_S1,0,0,1,0,0,0,0
U_02372,U_02372_S2,0,0,1,1,1,0,1
U_02373,U_02373_S0,0,0,1,1,0,0,0
U_02373,U_02373_S1,0,1,1,0,0,0,0
U_02373,U_02373_S2,0,1,1,0,0,0,0
U_02373,U_02373_S3,0,0,1,1,0,0,0
U_02374,U_02374_S0,0,1,1,0,0,0,0
U_02375,U_02375_S0,0,0,1,1,1,0,1
U_02375,U_02375_S1,0,0,1,1,1,0,0
U_02376,U_02376_S0,0,0,1,1,1,0,1
U_02376,U_02376_S1,0,0,1,1,1,0,1
U_02376,U_02376_S2,0,1,1,1,1,0,1
U_02376,U_02376_S3,0,0,1,1,1,1,0
U_02377,U_02377_S0,0,0,1,1,0,0,0
U_02377,U_02377_S1,0,1,1,1,0,0,0
U_02377,U_02377_S2,0,1,1,1,0,0,0
U_02378,U_02378_S0,0,0,1,1,1,1,1
U_02378,U_02378_S1,0,0,1,0,0,0,0
U_02378,U_02378_S2,0,0,1,1,1,0,0
U_02378,U_02378_S3,0,0,1,0,0,0,0
U_02378,U_02378_S4,0,1,1,1,1,0,0
U_02379,U_02379_S0,0,0,1,1,1,0,0
U_02379,U_02379_S1,0,1,1,1,1,0,1
U_02379,U_02379_S2,0,0,1,1,1,1,0
U_02379,U_02379_S3,0,1,1,0,0,0,0
U_02379,U_02379_S4,0,1,1,1,0,0,0
U_02380,U_02380_S0,0,1,1,1,1,0,1
U_02380,U_02380_S1,0,0,1,1,1,0,0
U_02380,U_02380_S2,0,0,1,1,1,0,1
U_02380,U_02380_S3,0,0,1,1,1,1,1
U_02380,U_02380_S4,0,1,1,0,0,0,0
U_02381,U_02381_S0,1,0,1,0,0,0,0
U_02382,U_02382_S0,0,0,1,1,1,1,1
U_02382,U_02382_S1,0,0,1,1,1,0,1
U_02383,U_02383_S0,0,0,1,1,1,1,1
U_02383,U_02383_S1,0,0,1,1,1,1,0
U_02383,U_02383_S2,0,0,1,0,0,0,0
U_02383,U_02383_S3,0,0,1,1,0,0,0
U_02383,U_02383_S4,0,1,1,1,1,0,1
U_02384,U_02384_S0,1,0,1,0,0,0,0
U_02384,U_02384_S1,1,0,1,1,1,0,1
U_02385,U_02385_S0,0,0,1,1,1,0,0
U_02385,U_02385_S1,0,1,1,1,1,1,1
U_02385,U_02385_S2,0,0,1,1,1,0,1
U_02385,U_02385_S3,0,0,1,0,0,0,0
U_02385,U_02385_S4,0,0,1,0,0,0,0
U_02386,U_02386_S0,1,0,1,1,0,0,0
U_02386,U_02386_S1,1,0,1,1,0,0,0
U_02386,U_02386_S2,1,0,1,1,0,0,0
U_02386,U_02386_S3,1,0,1,1,1,1,1
U_02387,U_02387_S0,0,1,1,1,1,0,1
U_02387,U_02387_S1,0,1,1,1,1,0,1
U_02387,U_02387_S2,0,1,1,1,1,1,0
U_02387,U_02387_S3,0,0,1,1,1,0,1
U_02387,U_02387_S4,0,1,1,1,0,0,0
U_02388,U_02388_S0,0,0,1,1,1,1,0
U_02388,U_02388_S1,0,0,1,1,0,0,0
U_02388,U_02388_S2,0,0,1,1,1,1,1
U_02388,U_02388_S3,0,1,1,1,1,1,1
U_02389,U_02389_S0,0,0,1,1,1,1,1
U_02389,U_02389_S1,0,0,1,0,0,0,0
U_02389,U_02389_S2,0,0,1,1,0,0,0
U_02389,U_02389_S3,0,0,1,1,1,1,0
U_02389,U_02389_S4,0,1,1,1,1,0,1
U_02390,U_02390_S0,0,0,1,1,0,0,0
U_02390,U_02390_S1,0,0,1,1,0,0,0
U_02390,U_02390_S2,0,1,1,1,1,0,1
U_02390,U_02390_S3,0,1,1,1,1,0,1
U_02390,U_02390_S4,0,0,1,1,1,1,1
U_02391,U_02391_S0,0,0,1,1,0,0,0
U_02392,U_02392_S0,0,0,1,1,1,0,1
U_02392,U_02392_S1,0,0,1,1,1,1,0
U_02392,U_02392_S2,0,1,1,0,0,0,0
U_02393,U_02393_S0,0,1,1,0,0,0,0
U_02393,U_02393_S1,0,1,1,0,0,0,0
U_02394,U_02394_S0,1,0,1,1,1,1,1
U_02394,U_02394_S1,1,0,1,1,1,0,1
U_02394,U_02394_S2,1,0,1,1,1,1,1
U_02394,U_02394_S3,1,0,1,1,1,0,1
U_02395,U_02395_S0,0,0,1,0,0,0,0
U_02395,U_02395_S1,0,1,1,1,1,1,1
U_02395,U_02395_S2,0,1,1,1,1,1,1
U_02396,U_02396_S0,0,0,1,0,0,0,0
U_02396,U_02396_S1,0,1,1,1,1,1,1
U_02396,U_02396_S2,0,1,1,1,0,0,0
U_02397,U_02397_S0,0,0,1,1,1,0,1
U_02398,U_02398_S0,0,0,1,1,1,0,1
U_02398,U_02398_S1,0,0,1,1,0,0,0
U_02398,U_02398_S2,0,1,1,1,1,1,1
U_02399,U_02399_S0,0,1,1,1,1,0,1
U_02399,U_02399_S1,0,1,1,1,1,1,1
U_02399,U_02399_S2,0,0,1,0,0,0,0
U_02400,U_02400_S0,0,0,1,0,0,0,0
U_02400,U_02400_S1,0,0,1,1,1,0,1
U_02400,U_02400_S2,0,1,1,1,1,1,0
U_02401,U_02401_S0,0,1,1,1,0,0,0
U_02401,U_02401_S1,0,0,1,1,0,0,0
U_02401,U_02401_S2,0,1,1,0,0,0,0
U_02401,U_02401_S3,0,0,1,1,1,1,0
U_02402,U_02402_S0,0,0,1,1,0,0,0
U_02402,U_02402_S1,0,0,1,1,1,0,1
U_02403,U_02403_S0,0,0,1,1,1,0,1
U_02404,U_02404_S0,0,1,1,0,0,0,0
U_02405,U_02405_S0,0,0,1,1,0,0,0
U_02406,U_02406_S0,0,1,1,1,0,0,0
U_02406,U_02406_S1,0,0,1,1,1,1,1
U_02406,U_02406_S2,0,0,1,1,1,0,1
U_02406,U_02406_S3,0,0,1,1,0,0,0
U_02406,U_02406_S4,0,0,1,0,0,0,0
U_02407,U_02407_S0,0,1,1,1,1,0,0
U_02407,U_02407_S1,0,1,1,0,0,0,0
U_02407,U_02407_S2,0,0,1,1,1,0,1
U_02408,U_02408_S0,0,0,1,1,1,0,1
U_02408,U_02408_S1,0,1,1,1,1,1,0
U_02408,U_02408_S2,0,0,1,1,1,0,1
U_02408,U_02408_S3,0,0,1,1,1,1,0
U_02408,U_02408_S4,0,0,1,0,0,0,0
U_02409,U_02409_S0,0,0,1,1,1,1,0
U_02409,U_02409_S1,0,1,1,1,0,0,0
U_02410,U_02410_S0,0,1,1,0,0,0,0
U_02410,U_02410_S1,0,0,1,1,0,0,0
U_02410,U_02410_S2,0,0,1,1,0,0,0
U_02410,U_02410_S3,0,0,1,1,0,0,0
U_02411,U_02411_S0,0,1,1,1,1,0,1
U_02411,U_02411_S1,0,0,1,1,0,0,0
U_02411,U_02411_S2,0,0,1,0,0,0,0
U_02411,U_02411_S3,0,1,1,1,0,0,0
U_02412,U_02412_S0,0,0,1,0,0,0,0
U_02412,U_02412_S1,0,1,1,1,1,0,1
U_02412,U_02412_S2,0,1,1,0,0,0,0
U_02412,U_02412_S3,0,0,1,1,1,0,0
U_02413,U_02413_S0,0,0,1,1,0,0,0
U_02413,U_02413_S1,0,1,1,0,0,0,0
U_02413,U_02413_S2,0,0,1,0,0,0,0
U_02413,U_02413_S3,0,1,1,1,1,0,1
U_02414,U_02414_S0,0,0,1,1,0,0,0
U_02414,U_02414_S1,0,0,1,1,1,0,1
U_02415,U_02415_S0,0,1,1,1,1,1,1
U_02415,U_02415_S1,0,0,1,1,1,1,1
U_02415,U_02415_S2,0,0,1,1,1,1,1
U_02416,U_02416_S0,1,0,1,1,1,1,1
U_02416,U_02416_S1,1,0,1,0,0,0,0
U_02416,U_02416_S2,1,1,1,0,0,0,0
U_02416,U_02416_S3,1,1,1,1,0,0,0
U_02416,U_02416_S4,1,0,1,0,0,0,0
U_02417,U_02417_S0,0,0,1,1,1,1,0
U_02417,U_02417_S1,0,1,1,0,0,0,0
U_02417,U_02417_S2,0,0,1,1,0,0,0
U_02417,U_02417_S3,0,0,1,1,1,0,1
U_02418,U_02418_S0,0,0,1,0,0,0,0
U_02418,U_02418_S1,0,0,1,0,0,0,0
U_02419,U_02419_S0,0,0,1,1,0,0,0
U_02419,U_02419_S1,0,1,1,0,0,0,0
U_02419,U_02419_S2,0,1,1,1,0,0,0
U_02420,U_02420_S0,0,0,1,1,1,0,1
U_02420,U_02420_S1,0,1,1,1,1,0,1
U_02420,U_02420_S2,0,0,1,1,1,1,0
U_02420,U_02420_S3,0,1,1,1,1,1,1
U_02421,U_02421_S0,1,0,1,1,1,0,1
U_02422,U_02422_S0,0,1,1,1,1,0,1
U_02422,U_02422_S1,0,0,1,1,0,0,0
U_02422,U_02422_S2,0,1,1,1,1,1,1
U_02422,U_02422_S3,0,0,1,1,0,0,0
U_02422,U_02422_S4,0,0,1,1,1,1,0
U_02423,U_02423_S0,0,1,1,1,1,1,1
U_02424,U_02424_S0,1,1,1,1,1,0,1
U_02424,U_02424_S1,1,0,1,1,0,0,0
U_02424,U_02424_S2,1,0,1,1,0,0,0
U_02424,U_02424_S3,1,1,1,1,0,0,0
U_02424,U_02424_S4,1,1,1,1,0,0,0
U_02425,U_02425_S0,0,1,1,1,1,0,1
U_02425,U_02425_S1,0,0,1,1,1,1,0
U_02425,U_02425_S2,0,0,1,0,0,0,0
U_02425,U_02425_S3,0,0,1,1,1,0,1
U_02426,U_02426_S0,0,0,1,0,0,0,0
U_02426,U_02426_S1,0,1,1,1,1,0,1
U_02426,U_02426_S2,0,0,1,0,0,0,0
U_02426,U_02426_S3,0,0,1,1,0,0,0
U_02427,U_02427_S0,0,0,1,1,1,0,1
U_02427,U_02427_S1,0,0,1,1,1,0,0
U_02427,U_02427_S2,0,0,1,1,1,0,0
U_02428,U_02428_S0,1,0,1,0,0,0,0
U_02429,U_02429_S0,1,1,1,1,0,0,0
U_02430,U_02430_S0,0,0,1,0,0,0,0
U_02431,U_02431_S0,0,1,1,1,1,0,1
U_02431,U_02431_S1,0,0,1,0,0,0,0
U_02431,U_02431_S2,0,1,1,1,0,0,0
U_02431,U_02431_S3,0,0,1,1,0,0,0
U_02431,U_02431_S4,0,1,1,1,0,0,0
U_02432,U_02432_S0,0,1,1,1,1,0,0
U_02432,U_02432_S1,0,0,1,1,0,0,0
U_02433,U_02433_S0,0,0,1,1,1,1,0
U_02433,U_02433_S1,0,1,1,1,0,0,0
U_02433,U_02433_S2,0,0,1,1,1,0,1
U_02434,U_02434_S0,1,0,1,1,0,0,0
U_02435,U_02435_S0,0,1,1,1,1,1,1
U_02435,U_02435_S1,0,0,1,1,1,1,1
U_02436,U_02436_S0,0,1,1,1,0,0,0
U_02436,U_02436_S1,0,0,1,1,1,0,0
U_02436,U_02436_S2,0,1,1,1,1,1,1
U_02436,U_02436_S3,0,1,1,0,0,0,0
U_02436,U_02436_S4,0,0,1,1,0,0,0
U_02437,U_02437_S0,1,1,1,1,0,0,0
U_02437,U_02437_S1,1,0,1,1,1,1,1
U_02437,U_02437_S2,1,1,1,1,1,0,1
U_02437,U_02437_S3,1,1,1,1,1,0,0
U_02437,U_02437_S4,1,0,1,0,0,0,0
U_02438,U_02438_S0,0,1,1,1,1,0,1
U_02438,U_02438_S1,0,1,1,1,0,0,0
U_02438,U_02438_S2,0,0,1,1,0,0,0
U_02438,U_02438_S3,0,0,1,1,1,0,1
U_02438,U_02438_S4,0,0,1,1,1,0,1
U_02439,U_02439_S0,0,1,1,1,0,0,0
U_02439,U_02439_S1,0,0,1,1,0,0,0
U_02439,U_02439_S2,0,1,1,1,1,1,0
U_02440,U_02440_S0,0,0,1,1,1,1,0
U_02440,U_02440_S1,0,0,1,1,0,0,0
U_02440,U_02440_S2,0,1,1,1,0,0,0
U_02440,U_02440_S3,0,1,1,1,0,0,0
U_02440,U_02440_S4,0,1,1,0,0,0,0
U_02441,U_02441_S0,0,0,1,0,0,0,0
U_02441,U_02441_S1,0,1,1,1,1,0,1
U_02442,U_02442_S0,0,1,1,1,1,1,1
U_02442,U_02442_S1,0,0,1,0,0,0,0
U_02443,U_02443_S0,0,1,1,1,0,0,0
U_02444,U_02444_S0,1,0,1,1,0,0,0
U_02444,U_02444_S1,1,0,1,1,0,0,0
U_02444,U_02444_S2,1,0,1,1,0,0,0
U_02444,U_02444_S3,1,0,1,1,1,1,1
U_02445,U_02445_S0,0,1,1,1,1,1,0
U_02445,U_02445_S1,0,1,1,1,1,1,1
U_02445,U_02445_S2,0,0,1,1,0,0,0
U_02446,U_02446_S0,0,0,1,1,1,0,1
U_02446,U_02446_S1,0,0,1,0,0,0,0
U_02446,U_02446_S2,0,0,1,1,1,0,1
U_02446,U_02446_S3,0,1,1,0,0,0,0
